Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
paper-points,,,,,,,,"0550029080 - 200 шт.(конусность:0.2, размер: ISO-80)",,,,,'0550029080,0,shopify,10,continue,manual,399.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Shtifty-bumazhnye-paper-points-1.jpeg?v=1473253510,2,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029070 - 200 шт.(конусность:0.2, размер: ISO-70)",,,,,'0550029070,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029060 - 200 шт.(конусность:0.2, размер: ISO-60)",,,,,'0550029060,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029055 - 200 шт.(конусность:0.2, размер: ISO-55)",,,,,'0550029055,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029050 - 200 шт.(конусность:0.2, размер: ISO-50)",,,,,'0550029050,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029045 - 200 шт.(конусность:0.2, размер: ISO-45)",,,,,'0550029045,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029040 - 200 шт.(конусность:0.2, размер: ISO-40)",,,,,'0550029040,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029035 - 200 шт.(конусность:0.2, размер: ISO-35)",,,,,'0550029035,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029030 - 200 шт.(конусность:0.2, размер: ISO-30)",,,,,'0550029030,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029025 - 200 шт.(конусность:0.2, размер: ISO-25)",,,,,'0550029025,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0550029020 - 200 шт.(конусность:0.2, размер: ISO-20)",,,,,'0550029020,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029025 - 120 шт.(конусность:0.4, размер: ISO-25)",,,,,'0558029025,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029030 - 120 шт.(конусность:0.4, размер: ISO-30)",,,,,'0558029030,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029040 - 120 шт.(конусность:0.4, размер: ISO-40)",,,,,'0558029040,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029230 - 120 шт.(конусность:0.4, размер: ISO-15-40)",,,,,'0558029230,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029015 - 120 шт.(конусность:0.6, размер: ISO-15)",,,,,'0559029015,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029020 - 120 шт.(конусность:0.6, размер: ISO-20)",,,,,'0559029020,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029025 - 120 шт.(конусность:0.6, размер: ISO-25)",,,,,'0559029025,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029040 - 120 шт.(конусность:0.6, размер: ISO-40)",,,,,'0559029040,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029035 - 120 шт.(конусность:0.6, размер: ISO-35)",,,,,'0559029035,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029020 - 120 шт.(конусность:0.4, размер: ISO-20)",,,,,'0558029020,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029015 - 120 шт.(конусность:0.4, размер: ISO-15)",,,,,'0558029015,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029030 - 120 шт.(конусность:0.6, размер: ISO-30)",,,,,'0559029030,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0558029035 - 120 шт.(конусность:0.4, размер: ISO-35)",,,,,'0558029035,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
paper-points,,,,,,,,"0559029230 - 120 шт.(конусность:0.6, размер: ISO-15-40)",,,,,'0559029230,0,shopify,10,continue,manual,399.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,Гуттаперчевые штифты для mtwo,"<p><span>Гуттаперчевые штифты под Mtwo соответствуют </span><span>размерам инструментов Mtwo.</span></p>
<p><span>Характеристики: </span></p>
<ul>
<li>используются для постоянного пломбирования корневых каналов всеми методиками обтурации</li>
<li>сделаны из гомогенной, биосовместимой, натуральной гуттаперчи</li>
<li>обладают высокой стабильностью и гладкой поверхностью для легкого введения в канал</li>
<li>практичная слайдкассета с поролоновой вставкой предотвращает выпадение штифтов.</li>
</ul>
<p><span>Упаковка: 60 шт., (размер: ISO-25/06, длина 28 мм).</span></p>
<p><strong>Артикулы: </strong></p>
<table>
<tbody>
<tr>
<td><strong>Артикул</strong></td>
<td><strong>Размер</strong></td>
</tr>
<tr>
<td>0220628025</td>
<td>25/.06</td>
</tr>
<tr>
<td>0220528030</td>
<td>30/.05</td>
</tr>
<tr>
<td>0220428035</td>
<td>35/.04</td>
</tr>
<tr>
<td>0220428040</td>
<td>40/.04</td>
</tr>
<tr>
<td>0220428045</td>
<td>45/.04</td>
</tr>
<tr>
<td>0220428050</td>
<td>50/.04</td>
</tr>
<tr>
<td>0220428060</td>
<td>60/.04</td>
</tr>
<tr>
<td>0220728025</td>
<td>25/.07</td>
</tr>
<tr>
<td>0220628030</td>
<td>30/.06</td>
</tr>
<tr>
<td>0220628035</td>
<td>35/.06</td>
</tr>
<tr>
<td>0220628040</td>
<td>40/.06</td>
</tr>
<tr>
<td>0220028457</td>
<td>20 x 25/.06, 10 x 30/.05, 35/.04, 40/.04, 25/.07</td>
</tr>
</tbody>
</table>",VDW,Штифты,"dentist, shtifty, smennye-nasadki-0220028457-20-x-25-06-10-x-30-05-35-04-40-04-25-07, smennye-nasadki-0220428035-35-04, smennye-nasadki-0220428040-40-04, smennye-nasadki-0220428045-45-04, smennye-nasadki-0220428050-50-04, smennye-nasadki-0220428060-60-04, smennye-nasadki-0220528030-30-05, smennye-nasadki-0220628025-25-06, smennye-nasadki-0220628030-30-06, smennye-nasadki-0220628035-35-06, smennye-nasadki-0220628040-40-06, smennye-nasadki-0220728025-25-07, tip-0220028457-20-x-25-06-10-x-30-05-35-04-40-04-25-07, tip-0220428035-35-04, tip-0220428040-40-04, tip-0220428045-45-04, tip-0220428050-50-04, tip-0220428060-60-04, tip-0220528030-30-05, tip-0220628025-25-06, tip-0220628030-30-06, tip-0220628035-35-06, tip-0220628040-40-06, tip-0220728025-25-07, under-10000, vdw",true,Артикул,0220628025 - размер 25/.06,,,,,'0220628025,0,shopify,10,continue,manual,999.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Guttaperchevye-shtifty-_-mtwo.jpg?v=1478158130,1,"Гуттаперчевые штифты для mtwo - Потерпите, пожалуйста!",false,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220528030 - размер 30/.05,,,,,'0220528030,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220428035 - размер 35/.04,,,,,'0220428035,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220428040 - размер 40/.04,,,,,'0220428040,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220428050 - размер 50/.04,,,,,'0220428050,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220428045 - размер 45/.04,,,,,'0220428045,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220428060 - размер 60/.04,,,,,'0220428060,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220728025 - размер 25/.07,,,,,'0220728025,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220628030 - размер 30/.06,,,,,'0220628030,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220628035 - размер 35/.06,,,,,'0220628035,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,0220628040 - размер 40/.06,,,,,'0220628040,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
mtwo,,,,,,,,"0220028457 - размеры 20 x 25/.06, 10 x 30/.05, 35/.04, 40/.04, 25/.07",,,,,'0220028457,0,shopify,10,continue,manual,999.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
standardised-gutta-percha-cones,Гуттаперчевые штифты standardised gutta-percha cones,"<p><strong>Комплектация:</strong></p>
<p><strong>Конус .02</strong></p>
<ul class=""contentlist"">
<li>Размеры 015 - 080, раздвижная коробка, содержащая 120 штук</li>
<li>Размеры 090 - 140, раздвижная коробка, содержащая 60 штук</li>
</ul>
<p><strong>Конусы .04 и .06</strong></p>
<p>Для быстрой обтурации конически обработанных каналов</p>
<ul class=""contentlist"">
<li>60 штук в раздвижной коробке</li>
</ul>",VDW,Штифты,"dentist, shtifty, smennye-nasadki-02-015-080-120, smennye-nasadki-02-090-140-60, smennye-nasadki-04-015-080-60, smennye-nasadki-06-015-080-60, tip-02-015-080-120, tip-02-090-140-60, tip-04-015-080-60, tip-06-015-080-60, under-10000, vdw",true,Конусность,Конус .02 размеры 015 - 080 по 120шт,,,,,Конус .02 размеры 015 - 080 по 120шт,0,shopify,10,continue,manual,499.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Guttaperchevye-shtifty-standardised-gutta-percha-cones.jpg?v=1478158129,1,"Гуттаперчевые штифты standardised gutta-percha cones - Потерпите, пожалуйста!",false,,,,,,,,,,,,,,,,,kg,
standardised-gutta-percha-cones,,,,,,,,Конус .02 размеры 090 - 140 по 60шт,,,,,Конус .02 размеры 090 - 140 по 60шт,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
standardised-gutta-percha-cones,,,,,,,,Конус .04 размеры 015 - 080 по 60шт,,,,,Конус .04 размеры 015 - 080 по 60шт,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
standardised-gutta-percha-cones,,,,,,,,Конус .06 размеры 015 - 080 по 60шт,,,,,Конус .06 размеры 015 - 080 по 60шт,0,shopify,10,continue,manual,499.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
ortho-kit,Ордонтический набор Ortho kit,"<div class=""ecwid-productBrowser-extraFields-center"">
<div class=""ecwid-productBrowser-fieldRow-center"" itemprop=""brand"" content=""Curaprox""><span class=""ecwid-productBrowser-extraField-name-center""></span></div>
</div>
<div class=""gwt-HTML"" itemprop=""description"">
<p>Уход за брекет-системой в период ортодонтического лечения должен быть особенно тщательным. Налёт, скапливающийся вокруг брекетов может привести к неприятному эстетическому результату в конце лечения. При неудовлетворительной гигиене полости рта, вокруг материала, на который закреплена брекет-система скапливается большое количество налёта, провоцируя образование зубного камня, что ведет к нарушению минерализации эмали и в будущем к кариозному процессу. Чтобы избежать подобных проблем, мы представляем вашему вниманию ортодонтический набор, который поможет вам правильно и тщательно чистить зубы и установленную брекет-систему от накопившегося в течении дня налёта и остатков пищи.</p>
<p>В ортодонтический набор входит:</p>
<ul>
<li>монопучковая зубная щетка <a href=""http://dent-mart.ru/#!/~/product/id=27653147"">CS 1006</a>
</li>
<li>зубная щетка <a href=""http://dent-mart.ru/#!/~/product/id=27653068"">CS 5460 Оrtho</a>
</li>
<li>межзубная нить <a href=""http://dent-mart.ru/#!/~/product/id=27726685"">DF 845</a>
</li>
<li>держатель для ершиков <a href=""http://dent-mart.ru/#!/~/product/id=29276130"">UHS 451</a> в футляре</li>
<li>1 ершик <a href=""http://dent-mart.ru/#!/~/product/id=27688115"">CPS 06</a>
</li>
<li>1 ершик <a href=""http://dent-mart.ru/#!/%D0%95%D1%80%D1%88%D0%B8%D0%BA%D0%B8-%D0%B4%D0%BB%D1%8F-%D0%B8%D0%BC%D0%BF%D0%BB%D0%B0%D0%BD%D1%82%D0%BE%D0%B2-5-%D1%88%D1%82-Curaprox-Strong-&amp;-Implant-CPS-24/p/27675801"">CPS 24</a>
</li>
<li>1 ершик <a href=""http://dent-mart.ru/#!/~/product/id=27688039"">CPS 28</a>
</li>
<li>1 полоска <a href=""http://dent-mart.ru/#!/~/product/id=28068249"">ортодонтического воска</a>
</li>
<li>косметичка</li>
</ul>
<blockquote>
<p style=""text-align: center;""><strong>Приятного использования, и не забывайте чистить зубы два раза в день, утром и вечером!</strong></p>
</blockquote>
</div>",Curaprox,Наборы,"curaprox, dentist, nabory, Orthokit",true,Title,Default Title,,,,,"",0,,1,deny,manual,3799.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/ortho-care-kit-poterpite.jpg?v=1473175138,1,,false,,,,,,,,,,,,,,,,,kg,
ortho-kit,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/ortho-kit-poterpite.jpg?v=1473175139,2,,,,,,,,,,,,,,,,,,,,
dt-light,Штифты внутриканальные dt Light,"<p><span>Система кварцево-волоконных штифтов для минимально-инвазивного лечения и реставрации на длительное время. </span></p>
<p><strong>Характеристики:</strong></p>
<ul>
<li>Оптимальной совместимостью с тканями зуба</li>
<li>Максимально упрощают использование, так как отсутствует необходимость покрытия штифта праймером</li>
<li>Обеспечивают самую надежную и длительную адгезию</li>
<li>Имеют патентованный защитный слой, исключающий возможность контаминации или деактивации</li>
<li>упругость как у дентина</li>
</ul>
<p><strong>Артикулы:</strong></p>
<p><strong>931000500</strong> - Набор. Упаковка. 12 шт. (размер: 3*№ 0,1,2,3), 1 дриль- универсальный (размер: № 0), 3 дриля-финишных (размер : № 1,2,3).<br><strong>931000000</strong> - Отдельная упаковка DT Lait штифт/0 Упаковка: 6 шт. (размер: № 0/02/04)<br><strong>931000001</strong> - Отдельная упаковка DT Lait штифт/1 Упаковка: 6 шт. (размер: № 1/02/06) <br><strong>931000002</strong> - Отдельная упаковка DT Lait штифт/2 Упаковка: 6 шт. (размер: № 2/02/08)<br><strong>931000003</strong> - Отдельная упаковка DT Lait штифт/3 Упаковка: 6 шт. (размер: № 3/02/10) <br> </p>",VDW,Штифты,"dentist, shtifty, smennye-nasadki-931000000-dt-lait-0-6-0-02-04, smennye-nasadki-931000001-dt-lait-1-6-1-02-06, smennye-nasadki-931000002-dt-lait-2-6-2-02-08, smennye-nasadki-931000003-dt-lait-3-6-3-02-10, smennye-nasadki-931000500-12-3-0-1-2-3-1-0-3-1-2-3, tip-931000000-dt-lait-0-6-0-02-04, tip-931000001-dt-lait-1-6-1-02-06, tip-931000002-dt-lait-2-6-2-02-08, tip-931000003-dt-lait-3-6-3-02-10, tip-931000500-12-3-0-1-2-3-1-0-3-1-2-3, vdw",true,Артикул,"931000500 - Набор Упаковка 12 шт (размер: 3*№ 0,1,2,3), 1 дриль- универсальный (размер: № 0), 3 дриля-финишных (размер : № 1,2,3).",,,,,'931000500,0,shopify,10,continue,manual,8599.00,,true,false,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Shtifty-vnutrikanalnye-dt-light.jpg?v=1473175028,1,,false,,,,,,,,,,,,,,,,,kg,
dt-light,,,,,,,,931000000 - Отдельная упаковка DT Lait штифт/0 Упаковка: 6 шт. (размер: № 0/02/04),,,,,'931000000,0,shopify,10,continue,manual,6599.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,
dt-light,,,,,,,,931000001 - Отдельная упаковка DT Lait штифт/1 Упаковка: 6 шт. (размер: № 1/02/06),,,,,'931000001,0,shopify,10,continue,manual,6599.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,
dt-light,,,,,,,,931000002 - Отдельная упаковка DT Lait штифт/2 Упаковка: 6 шт. (размер: № 2/02/08),,,,,'931000002,0,shopify,10,continue,manual,6599.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,
dt-light,,,,,,,,931000003 - Отдельная упаковка DT Lait штифт/3 Упаковка: 6 шт. (размер: № 3/02/10),,,,,'931000003,0,shopify,10,continue,manual,6599.00,,true,false,"",,,,,,,,,,,,,,,,,,,,,kg,
protaper-universal-paper-points,Бумажные штифты protaper universal paper points,"Protaper® Universal Paper Points соответствуют размерам инструментов Protaper® Universal Finishing Files и обозначены соответствующими цветами, для удобства работы.<br>Штифты Protaper® Universal Paper Points немного шире, следовательно, меньше штифтов необходимо, чтобы высушить канал, вы экономите свои расходы.
<p> </p>
<p><strong>Артикулы: </strong></p>
<p><strong>A022W00010100 - </strong>Protaper universal paper points F1 <br><strong>A022W00010200 - </strong><span>Protaper </span><span>universal paper points</span> F2 <br><strong>A022W00010300 - </strong><span>Protaper </span><span>universal paper points</span> F3 <br><strong>A022W00090100 - </strong><span>Protaper </span><span>universal paper points</span> ассортимент F1-F3 <br><strong>A022W00090200 - </strong><span>Protaper </span><span>universal paper points</span> ассортимент F4-F5</p>",Maillefer,Штифты,"dentist, maillefer, shtifty, smennye-nasadki-a022w00010100-protaper-universal-paper-points-f1, smennye-nasadki-a022w00010200-protaper-universal-paper-points-f2, smennye-nasadki-a022w00010300-protaper-universal-paper-points-f3, smennye-nasadki-a022w00090100-protaper-universal-paper-points-f1-f3, smennye-nasadki-a022w00090200-protaper-universal-paper-points-f4-f5, tip-a022w00010100-protaper-universal-paper-points-f1, tip-a022w00010200-protaper-universal-paper-points-f2, tip-a022w00010300-protaper-universal-paper-points-f3, tip-a022w00090100-protaper-universal-paper-points-f1-f3, tip-a022w00090200-protaper-universal-paper-points-f4-f5, under-10000",true,Артикул,A022W00010100 - Protaper universal paper points F1,,,,,A022W00010100,0,shopify,10,continue,manual,1299.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Bumazhnye-shtifty-protaper-universal-paper-points.jpg?v=1477553287,1,"Бумажные штифты protaper universal paper points - Потерпите, пожалуйста!",false,,,,,,,,,,,,,,,,,kg,
protaper-universal-paper-points,,,,,,,,A022W00010200 - Protaper universal paper points F2,,,,,A022W00010200,0,shopify,10,continue,manual,1299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
protaper-universal-paper-points,,,,,,,,A022W00010300 - Protaper universal paper points F3,,,,,A022W00010300,0,shopify,10,continue,manual,1299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
protaper-universal-paper-points,,,,,,,,A022W00090100 - Protaper universal paper points ассортимент F1-F3,,,,,A022W00090100,0,shopify,10,continue,manual,1299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
protaper-universal-paper-points,,,,,,,,A022W00090200 - Protaper universal paper points ассортимент F4-F5,,,,,A022W00090200,0,shopify,10,continue,manual,1299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,Стекловолоконные штифты Radix fiber post,"<p>Стекловолоконный штифт Radix<sup>®</sup> — прозрачный светопроводящий стекловолоконный полимерный матрикс, который не изменяет естественный оттенок зуба и устраняет эффект просвечивания штифта сквозь коронку, для лучшего и более предсказуемого результата.<br><strong>Максимальное сохранение анатомии зуба<br></strong>Оптимизированная цилиндрически – коническая форма стекловолоконных штифтов Radix® не требует снятия лишнего дентина, увеличивая, таким образом, прочность и качество клинической реставрации.Стекловолоконные штифты Radix® имеют полный набор размеров для реставрации передней и боковой групп зубов.<strong><br></strong><strong>Минимизация риска перелома зуба</strong><br>Высокая плотность однонаправленных стекловолокон придаёт реставрации превосходную прочность и оптимальную гибкость, то есть напряжения распределяются как в здоровом зубе, предотвращая, таким образом, образование трещин и переломов.<strong><br></strong><strong>Быстрая фиксация по команде<br type=""_moz""></strong>Стекловолоконные штифты Radix® являются светопроводящими, они могут использоваться совместно со светоотверждаемыми цементами и цементами двойного отверждения, а также с материалами для восстановления культи, давая вам больший контроль над временем отверждения цемента и материала.<strong><br></strong><strong>Надёжная, хорошо зарекомендовавшая себя система<br type=""_moz""></strong>Набор стекловолоконных штифтов Radix® позволяет вам быстро и просто получить надёжную реставрацию. Штифты можно применять с праймерами, адгезивными цементами и материалами для восстановления культи зуба, которые содержат полимерные связующие элементы.<strong><br></strong>Микро структурированная поверхность гарантирует достижение оптимальной связи между штифтом и цементом, минимизируя при этом риск расцементировки штифта или его смещения.</p>
<p> </p>
<p><strong>Артикулы: </strong></p>
<p><strong>C061300000100 - </strong>Radix fiber post no 1 (упаковка 10 шт.) <br><strong>C061300000200 - </strong>Radix fiber post no 2 (упаковка 10 шт.) <br><strong>C061300000300 - </strong>Radix fiber post no 3 (упаковка 10 шт.) <br><strong>C061300000400 - </strong>Radix fiber post no 4 (упаковка 10 шт.) <br><strong>C061300000500 - </strong>Radix fiber post no 5 (упаковка 10 шт.) <br><strong>C061300000600 - </strong>Radix fiber post no 6 (упаковка 10 шт.) <br><strong>C061400800100 - </strong>Набор radix fiber post basic kit 0.8<br><strong>C061400800200</strong> - Набор radix fiber post trial kit 0.8<br><strong>C061401000100</strong> - <span>Набор </span>radix fiber post basic kit 1.0<br><strong>C061401000200</strong> - <span>Набор </span>radix fiber post trial kit 1.0<br><strong>C061401300100</strong> - <span>Набор</span> radix fiber post basic kit 1.3</p>",Dentsply,Штифты,"dentist, dentsply, shtifty, smennye-nasadki-c061300000100-radix-fiber-post-no-1-10, smennye-nasadki-c061300000200-radix-fiber-post-no-2-10, smennye-nasadki-c061300000300-radix-fiber-post-no-3-10, smennye-nasadki-c061300000400-radix-fiber-post-no-4-10, smennye-nasadki-c061300000500-radix-fiber-post-no-5-10, smennye-nasadki-c061300000600-radix-fiber-post-no-6-10, smennye-nasadki-c061400800100-radix-fiber-post-basic-kit-0-8, smennye-nasadki-c061400800200-radix-fiber-post-trial-kit-0-8, smennye-nasadki-c061401000100-radix-fiber-post-basic-kit-1-0, smennye-nasadki-c061401000200-radix-fiber-post-trial-kit-1-0, smennye-nasadki-c061401300100-radix-fiber-post-basic-kit-1-3, tip-c061300000100-radix-fiber-post-no-1-10, tip-c061300000200-radix-fiber-post-no-2-10, tip-c061300000300-radix-fiber-post-no-3-10, tip-c061300000400-radix-fiber-post-no-4-10, tip-c061300000500-radix-fiber-post-no-5-10, tip-c061300000600-radix-fiber-post-no-6-10, tip-c061400800100-radix-fiber-post-basic-kit-0-8, tip-c061400800200-radix-fiber-post-trial-kit-0-8, tip-c061401000100-radix-fiber-post-basic-kit-1-0, tip-c061401000200-radix-fiber-post-trial-kit-1-0, tip-c061401300100-radix-fiber-post-basic-kit-1-3",true,Артикул,C061300000100 - Radix fiber post no 1 (упаковка 10 шт.),,,,,C061300000100,0,shopify,10,continue,manual,11299.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Steclovolokonnye-shtifty-Radix-fiber-post.jpg?v=1473170209,1,,false,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061300000200 - Radix fiber post no 2 (упаковка 10 шт.),,,,,C061300000200,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061300000300 - Radix fiber post no 3 (упаковка 10 шт.),,,,,C061300000300,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061300000400 - Radix fiber post no 4 (упаковка 10 шт.),,,,,C061300000400,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061300000500 - Radix fiber post no 5 (упаковка 10 шт.),,,,,C061300000500,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061300000600 - Radix fiber post no 6 (упаковка 10 шт.),,,,,C061300000600,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061400800100 - Набор radix fiber post basic kit 0.8,,,,,C061400800100,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061400800200 - Набор radix fiber post trial kit 0.8,,,,,C061400800200,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061401000100 - Набор radix fiber post basic kit 1.0,,,,,C061401000100,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061401000200 - Набор radix fiber post trial kit 1.0,,,,,C061401000200,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
radix-fiber-post,,,,,,,,C061401300100 - Набор radix fiber post basic kit 1.3,,,,,C061401300100,0,shopify,10,continue,manual,11299.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
