Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
t4-racer-borden,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/t4-racer-midwest-sirona-germaniya-a15757-600x600_1.jpg?v=1484561410,2,,,,,,,,,,,,,,,,,,,,
t3-racer-midwest,Турбинный наконечник T3 Racer Midwest,"<h2>Что это?</h2>
<p>Это <span>турбинный </span>стоматологический наконечник со стандартной головкой, предназначенный <span>для 4-х канального соединения</span></p>
<h2>Характеристики: </h2>
<p>Мощность: 17<span> Вт</span></p>
<p><span>Скорость холостого хода: до 400 000 оборотов в минут </span></p>
<p><span>Диаметр головки: 11,4 мм</span></p>
<p><span>Высота головки: 14,8 мм</span></p>
<p><span>Свет: нет</span></p>
<p><span>Давление: 2,7 бар</span></p>
<p><span>Корпус: хромированная сталь</span></p>
<p>Разъем: Midwest/ ISO 4-канальный</p>
<p><span>Тип сверла: 314/315 ISO</span></p>
<p><span>Размеры: 170.00 мм x 80.00 мм x 30.00 мм</span></p>",Sirona,Стоматологические наконечники,"dentist, sirona, stomatologhichieskiie-nakoniechniki",true,Title,Default Title,,,,,"",0,,1,deny,manual,14999.00,15299.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/t3-racer-borden-sirona-germaniya-3457-600x600.jpg?v=1484560902,1,,false,,,,,,,,,,,,,,,,,kg,
t3-racer-midwest,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/t3-racer-midwest-sirona-germaniya-a15730-600x600.png?v=1484560903,2,,,,,,,,,,,,,,,,,,,,
t4-racer-midwest,Турбинный наконечник T4 Racer Midwest,"<h2>Что это?</h2>
<p>Это <span>турбинный </span>стоматологический наконечник со стандартной головкой, предназначенный <span>для 4-х канального соединения серии T4 Racer, которая имеет надежный хромированный корпус</span></p>
<h2>Характеристики: </h2>
<p>Мощность:  17<span> Вт</span></p>
<p><span>Скорость холостого хода: до 400 000 оборотов в минут </span></p>
<p><span>Диаметр головки: 11,4 мм</span></p>
<p><span>Высота головки: 14,5 мм</span></p>
<p><span>Свет: нет</span></p>
<p><span>Давление:  2,3—2,7 бар</span></p>
<p><span>Корпус: хромированная сталь</span></p>
<p><span>Соединение: Midwest или Borden</span></p>",Sirona,Стоматологические наконечники,"dentist, sirona, stomatologhichieskiie-nakoniechniki",true,Title,Default Title,,,,,"",0,,1,deny,manual,12499.00,13199.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/t4-racer-borden-sirona-germaniya-3461-600x600.jpg?v=1484559830,1,,false,,,,,,,,,,,,,,,,,kg,
t4-racer-midwest,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1339/0281/products/t4-racer-midwest-sirona-germaniya-a15757-600x600.jpg?v=1484559831,2,,,,,,,,,,,,,,,,,,,,
powersmile-whitening-toothpaste-vanilla-mint,Powersmile Whitening Toothpaste Vanilla Mint,"<h2>Что это? </h2>
<p>Это натуральная зубная паста, с мягким отбеливающим действием бренда Jason</p>
<h2>Как это работает? </h2>
<p>Эта паста деликатно очищает полоть рта, т.к. в ее состав не входят <span>агрессивные абразивы или раздражающие химические вещества. А  экстракт ванили и масло мяты оказывают очищающее действие и укрепляют зубную эмаль. </span></p>
<p> </p>",Jason,Зубная паста,"jason, people, zubnaia-pasta",true,Title,Default Title,,,,,"",0,,1,deny,manual,1599.00,1799.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/original_dzhejson_Jason_Powersmile_Whitening_Vanilla_Mint_otbelivajuschaya_zubnaya_pasta_vanilju_myatoj_tuba_170_g_www_piluli_ru_eapt238508.jpg?v=1484559070,1,,false,,,,,,,,,,,,,,,,,kg,
powersmile-tooth-gel,PowerSmile Tooth Gel,"<h2>Что это? </h2>
<p>Это  специализированная зубная паста-гель широкого действия, которая обеспечивает снятие плотного налета и осветление зубной эмали </p>
<h2>Как это работает? </h2>
<p>Отбеливающий эффект достигается за счет концентрации компонентов пасты, а именно - <span>природные микрочастицы с повышенным индексом абразивности, которые обладают сильным полирующим эффектом, фтор и коэнзим Q10, которые позволяют снять плотный налет с поверхности зубов, что приводит к отбеливанию эмали</span></p>",Jason,Зубная паста,"jason, people, zubnaia-pasta",true,Title,Default Title,,,,,"",0,,1,deny,manual,1699.00,1799.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/JAS-01540-5.jpg?v=1484558326,1,,false,,,,,,,,,,,,,,,,,kg,
healthy-mouth-antiplaque-fluoride-free-toothpaste,Healthy Mouth Antiplaque Fluoride Free Toothpaste,"<h2>Что это? </h2>
<p>Это лечебно-профилактическая зубная паста бренда Jason, которая оказывает сильное антибактериальное действие</p>
<h2>Как это работает? </h2>
<p><span>Эта паста содержит эссенциальные масла чайного дерева, гвоздики, корицы и мелии, которые обладают ярко выраженными антибактериальным, антисептическим эффектами. Активно препятствует микробному обсеменению, предупреждает кариес, снимает отечность, напряжение в десне, устраняет кровоточивость.</span></p>
<p><span>Помимо антибактериального эффекта, эта паста имеет укрепляющее действие за счет солей калия, которые делают шейки зубов менее чувствительными, порошка бамбука, который  справляется с зубным налетом, фторида натрия, который способен предотвратить появление кариеса<br></span></p>",Jason,Зубная паста,"jason, people, zubnaia-pasta",true,Title,Default Title,,,,,"",0,,1,deny,manual,1499.00,1599.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Healthy-Mouth-with-Natural-Tea-Tree-Oil-4.2-oz.jpg?v=1484557330,1,,false,,,,,,,,,,,,,,,,,kg,
oral-comfort-toothgel,Oral Comfort ToothGel,"<h2>Что это? </h2>
<p>Это зубная паста-гель для ухода за чувствительными зубами.</p>
<h2>Как это работает? </h2>
<p>Чувствительность зубной эмали снижает <span>коэнзим Q10, который входит в состав пасты. Также в состав не входит фтор, который мог бы травмировать эмаль.</span></p>
<p><span>При использовании данной пасты регулярно, снижается болевой ""порог"", т.к. благодаря компонентам, входящим в состав, происходит восстановление нервных волокон.</span></p>
<p><span> </span></p>",Jason,Зубная паста,"jason, people, zubnaia-pasta",true,Title,Default Title,,,,,"",0,,1,deny,manual,1799.00,1899.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/JAS-01535-7.jpg?v=1484556785,1,,false,,,,,,,,,,,,,,,,,kg,
powersmile-whitening-cinnamon-mint,Powersmile Whitening Cinnamon Mint,"<h2>Что это? </h2>
<p>Это натуральная зубная паста с отбеливающим эффектом бреда Jason</p>
<h2>Как это работает? </h2>
<p>Эта паста мягко очищает полость рта и отбеливает зубную эмаль, в ее состав не входят агрессивные и раздражающие химические вещества. Ее основные компоненты - это экстракт корицы и масло мяты. Активные вещества способствуют снятию плотного налета, что делает оттенок эмали светлее</p>",Jason,Зубная паста,"jason, people, zubnaia-pasta",true,Title,Default Title,,,,,"",0,,1,deny,manual,1599.00,1799.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/original_dzhejson_Jason_Powersmile_Whitening_Cinnamon_Mint_otbelivajuschaya_zubnaya_pasta_koritsej_myatoj_tuba_170_g_www_piluli_ru_eapt238507.jpg?v=1484556272,1,,false,,,,,,,,,,,,,,,,,kg,
er10-1-m,Хвостовик ER10М,"<h2>Что это?</h2>
<p>Это хвостовик для наконечника E10R с передачей вращения 10:1 и возможностью <span>термодезинфекции</span></p>
<h2>Характеристики: </h2>
<p>Передаточное отношение: понижение 10:1</p>
<p>Вес: 0.50</p>
<p>Размеры:  170.00 мм x 80.00 мм x 30.00 мм</p>",NSK,Эндодонтические инструменты,"dentist, endodontichieskiie-instrumienty, nsk",true,Title,Default Title,,,,,"",0,,1,deny,manual,18499.00,18999.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/7f2d934d7319eb2811cf3ffe6514ea5e_2bc08a54-37b7-41f2-ba72-a80816472ad6.jpg?v=1484316734,1,,false,,,,,,,,,,,,,,,,,kg,
er10,Хвостовик ER10,"<h2>Что это?</h2>
<p>Это хвостовик для наконечника E10R с передачей вращения 10:1 </p>
<h2>Характеристики: </h2>
<p>Передаточное отношение: понижение 10:1</p>
<p>Вес: 0.50</p>
<p>Размеры:  170.00 мм x 80.00 мм x 30.00 мм</p>",NSK,Эндодонтические инструменты,"dentist, endodontichieskiie-instrumienty, nsk",true,Title,Default Title,,,,,"",0,,1,deny,manual,16199.00,16499.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/7f2d934d7319eb2811cf3ffe6514ea5e.jpg?v=1484316550,1,,false,,,,,,,,,,,,,,,,,kg,
er16,Хвостовик ER16,"<h2>Что это?</h2>
<p>Это хвостовик для наконечника <span>E16R</span> с передачей вращения 16:1 </p>
<h2>Характеристики: </h2>
<p>Передаточное отношение: понижение 16:1</p>
<p>Вес: 0.50</p>
<p>Размеры:  170.00 мм x 80.00 мм x 30.00 мм</p>",NSK,Эндодонтические инструменты,"dentist, endodontichieskiie-instrumienty, nsk",true,Title,Default Title,,,,,"",0,,1,deny,manual,16799.00,16999.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/2558d2297c93833033016e8092bb00c7_1_3e47e975-ef84-4876-b8c0-c619d7c39b8a.jpg?v=1484316104,1,,false,,,,,,,,,,,,,,,,,kg,
ecm,Хвостовик ECM,"<h2>Что это?</h2>
<p>Это хвостовик для наконечника с передачей вращения 1:1 и возможностью <span>термодезинфекции</span></p>
<h2>Характеристики: </h2>
<p>Передаточное отношение: прямая передача 1:1</p>
<p>Вес: 0.50</p>
<p> </p>",NSK,Эндодонтические инструменты,"dentist, endodontichieskiie-instrumienty, nsk",true,Title,Default Title,,,,,"",0,,1,deny,manual,10299.00,14999.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/ecm_hvostovik_s_peredachey_vrascheniya_1_1_685-600x600.jpg?v=1484315474,1,,false,,,,,,,,,,,,,,,,,kg,
er16m,Хвостовик ER16M,"<h2>Что это?</h2>
<p>Это хвостовик для наконечника <span>E16R</span> с передачей вращения 16:1 и с возможностью термодезинфекции</p>
<h2>Характеристики: </h2>
<p>Передаточное отношение: понижение 16:1</p>
<p>Вес: 0.50</p>
<p>Размеры:  170.00 мм x 80.00 мм x 30.00 мм</p>",NSK,Эндодонтические инструменты,"dentist, endodontichieskiie-instrumienty, nsk",true,Title,Default Title,,,,,"",0,,1,deny,manual,18899.00,19199.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/2558d2297c93833033016e8092bb00c7_1.jpg?v=1484315194,1,,false,,,,,,,,,,,,,,,,,kg,
healthy-mouth-control-mouthwash,Healthy Mouth Control Mouthwash,"<h2>Что это? </h2>
<p><span>Это натуральный лечебно-профилактический ополаскиватель, </span>который оказывает противовоспалительное действие</p>
<h2><span>Как это работает? </span></h2>
<p><span>В состав входят вытяжки лечебных растений и масла, которые обеспечивают выраженное противовоспалительное, антимикробное, бактерицидное и регенеративное действие на слизистую оболочку. </span></p>
<p><span>Обеспечивает уход за мягкими тканями пародонта, предотвращает размножение бактерий, устраняет болевые ощущения и воспалительные явления, за счет таких компонентов, как: масло чайного дерева, гвоздики и корицы</span></p>",Jason,Ополаскиватели,"jason, opolaskivatieli, people",true,Title,Default Title,,,,,"",0,,1,deny,manual,2199.00,2399.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/1337181373-84255600.jpg?v=1484313586,1,,false,,,,,,,,,,,,,,,,,kg,
seafresh-spearmint-mouthwash,SeaFresh Spearmint Mouthwash,"<h2>Что это? </h2>
<p><span>Это натуральный лечебно-профилактический ополаскиватель, который оказывает противовоспалительное действие</span></p>
<h2><span>Как это работает? </span></h2>
<p><span>В состав входят вытяжки лечебных растений и масла, которые обеспечивают выраженное противовоспалительное, антимикробное, бактерицидное и регенеративное действие на слизистую оболочку. А натуральные экстракты косточек грейпфрута и семян периллы предотвращают появление зубного камня,  гель алоэ вера успокаивает раздраженные десны<br></span></p>",Jason,Ополаскиватели,"jason, opolaskivatieli, people",true,Title,Default Title,,,,,"",0,,1,deny,manual,2199.00,2399.00,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Jason-Oral-Care-Sea-Fresh-Strengthening-Sea-Peppermint-Mouthwashes-16oz-211227-Front_21.jpg?v=1484313325,1,,false,,,,,,,,,,,,,,,,,kg,
